Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community / project,What is your personal focus in this community / project (Academic Research),What is your personal focus in this community / project (Development/Building),What is your personal focus in this community / project (Entrepreneurial Networking),What is your personal focus in this community / project (Speculative Research),What is your personal focus in this community / project (Community and friends),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project are you most excited about?,Which kind of project are you most excited about? (DeFi),Which kind of project are you most excited about? (Payments & On-Ramp),Which kind of project are you most excited about? (Other),Which kind of project are you most excited about? (DAO),Which kind of project are you most excited about? (Infrastructure),Which kind of project are you most excited about? (Wallet),Which kind of project are you most excited about? (Stablecoin),Which kind of project are you most excited about? (NFTs),Which kind of project are you most excited about? (Gaming & Metaverse),Which kind of project are you most excited about? (Bridge),Which kind of project are you most excited about? (Tooling & SDKs),Which kind of project are you most excited about? (DEX),Which kind of project are you most excited about? (Analytics & Block Explorer),Which kind of project are you most excited about? (Launchpad & Fundraising),How do you rate the Launch Party on Youtube?,Untitled long answer field,How often do you use Firefly?,What features are missing that would make you use Firefly more often?,What is currently stopping you from recommending Firefly to other people?,Anything else you'd like to share with the Firefly team?,How would you rate the documentation at https://wiki.iota.org,"Regarding the developer docs, tutorials, and tools, what do you expect the IOTA developer experience team to do more? (You can provide as many suggestions as you like)",Which project's (crypto/no-crypto) developer experience that you feel most exciting and why? Please provide as many details as you can,"The IOTA Foundation recently announced that it would enlarge its scope from only focusing on IoT and M2M. Do you have any thoughts about that, you would like to share with us?",An ever increasing amount of new crypto projects constantly enters the space. Which ones have you been taking an interest in within the past 6 months? (Bonus points if you tell us why),What should the IOTA Foundation do more? Please don’t forget to add why
QoeoVk,EkDakl,2022-10-18 21:29:43,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Stablecoin, DEX, Wallet, Infrastructure, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,A few times a month,,,,7,,,,,
VpQzdg,eq2lDk,2022-10-19 0:16:51,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, Wallet, Analytics & Block Explorer",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,Didn't see it,Once a week,Mostly have been using for staking.  Like the web and mobile versions.  In the future could you use the Firefly wallet to earn yield similar to how dapps works in Ledger Live?  I like being able to set up multiple profiles in the wallet.,They would want to know how they could use it ITRW.  ,I was not able to send Miota to Firefly.  In states it does not list Miota to be able to exchange currency.  There was a beta network listed so maybe in the future?,9,,,"In general I think there needs to be more education on difference between a DAG and Blockchain.  The perception is that a feeless model cannot be successful long-term.  Increase access to purchasing IOTA, find solutions that do not require CEX and that work globally.  ",The past 6 months is not the best timeframe for new projects.  I am curious to see how the ISO 20022 coin adoption is going to play out with the various financial systems. ,"I know you have been focused on the regulations in Europe but if there is anyway to make sure that regulations in the states will also be favorable to IOTA that would be appreciated.  For example, I am afraid to try the Amensia cash dapp  because of recent sanctions, etc.  "
zEy758,2EvyNL,2022-10-19 0:26:18,Positive,"Academic Research, Entrepreneurial Networking, Speculative Research",TRUE,FALSE,TRUE,TRUE,FALSE,2,"DeFi, Other, Infrastructure, Launchpad & Fundraising, DEX, Wallet, Stablecoin, Payments & On-Ramp",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,,Once a month,Real world payment integration,Little things you can do with it,Ask yourself: what’s the pain you solve,8,,,,,"Make companies, people use your product. "
PR1OEb,eq2l0J,2022-10-19 0:53:13,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,4,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a week,"None at the moment, it's awesome.",None. It's highly commendable.,"Whatever you're innovating, just keep it moving forward! Always excited to see what's in-store and what's coming in future of IOTA! You're doing a great job!",10,"I can't say much as I'm just a big follower of IOTA. So, whatever makes life easier for somebody like myself is always welcome! ",All IOTA projects esp in IOT. ,"Go go! You know better where IOTA's technology will be best utilized! Bigger utility, the better! Keep it up! ",Only IOTA projects. ,"Marketing IOTA, the more the world knows it's utility and protocol, the better projects it will have in future. Thanks!"
8NaQlP,NpY94Q,2022-10-19 2:22:12,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, DEX, Gaming & Metaverse",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,Buy function ,N/a,,,,,,,
Yj0Q8W,obdY9X,2022-10-19 3:50:28,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,3,"Analytics & Block Explorer, Infrastructure, Payments & On-Ramp, Gaming & Metaverse",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"4 hour video too long, i did not watch",Once a month,"i check my balance occasionally, more uses for the tokens will increase my use of the app, naturally. i use firefly more now there is a mobile version.",real life uses for the tokens,,7,,,"personally, i purchased iota on the basis of IoT & M2M payments and messages. i believe the community will be best suited to create their own projects on the platform whilst the iota foundation remains focused on their goals","i have not been keeping up with the market recently, i am only tracking iota in terms of crypto","more mobile applications and firefly updates which are closer to the pc version in terms of release date. most people outside of crypto, especially younger people, use their phones a lot more than pc. 
the simplicity/usability and branding of iota and its projects are excellent, in my opinion "
Ar2l6y,lbWX7N,2022-10-19 4:32:40,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,4,"DEX, DeFi, Payments & On-Ramp, Infrastructure, Wallet, Stablecoin, Gaming & Metaverse, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4,,Once a month,,,,9,,,,,
2jarob,aQE119,2022-10-19 7:22:31,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,,Less than once a month,"- Decentralization and Privacy. 
- It can improve the selection of profiles and wallets, making them more visible and easily accessible.
- You could reveal the seed or passphrase, to write it down on paper without having to create a new profile.
- Correct the conversion of values ​​from Iotas to Brazilian Real, as the conversion is wrong.
- It could include an option to add a note to a transaction and a rating for that transaction, in addition to generating a TXT file containing the date, amount, category and description, In addition to generating an OFX file to export transactions and thus be able to make a better financial control.","Decentralization and Privacy.
Little adherence.
Lack of tools to implement on sites like WordPress or Woocommerce.

Currently the government can track all transactions and the government use the technology for financial control.",The conversion of values ​​from Iotas to Brazilian Real is wrong.,5,  ,"Monero.
Decentralization and Privacy.","Focus on human need. Decentralization and Privacy. I want to be able to be sure that the government will not be tracking transactions like it currently does with Bitcoin. I also don't want to see the Iotas plant being invaded by the government and taking possession of all the technology, as happened recently with Ethereum.","MONERO.
Privacy and Security.","It could create a space for developers to get financial incentives in iota from the community to develop a project, just like there is in Dash."
Yj0dgz,VLYaWE,2022-10-19 7:27:01,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Tooling & SDKs, DEX",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,3,,Less than once a month,,,,,,,,,
e5Q2PO,GxDOpe,2022-10-19 9:56:37,Positive,"Entrepreneurial Networking, Speculative Research",FALSE,FALSE,TRUE,TRUE,FALSE,4,"DeFi, Infrastructure, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Did not watch it,Once a month,"Firefly could become a mobile app as well as a web app. Then I would probaby use it more. 
It could integrate DeFi, for LP'ing and such. It could perhaps add a page with newest developments for IOTA and Shimmer.
Perhaps, FireFly could even become a place where others in the IOTA orbit could fundraise for projects.",Nothing,Would like to hear what is happening with Assembly.,,,,"Firstly, I had not noticed that. It sounds like a good idea.","Not sure if you mean inside or outside the IOTA-sphere, but Lendexe seems like an interesting project. ","I would like to have a clear statement on coordicide form the IF. Is this still a goal, an how far along are we in attaining that goal. If it is not a goal now, why and how is that? Not needed anymore?"
Yj0pjJ,pbWEb8,2022-10-19 13:57:17,Negative,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Infrastructure, DEX",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,,Once a week,,,,8,,,,,
Yj0koW,9qveX4,2022-10-19 16:56:54,Positive,"Speculative Research, Entrepreneurial Networking",FALSE,FALSE,TRUE,TRUE,FALSE,3,"Infrastructure, DeFi, Gaming & Metaverse, DEX, Bridge, NFTs, DAO, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,3,,A few times a week,More/other token compatability? ,Nothing 😁,Good work,8,Make it simple for new crypto users ,"Pokt network
Giving the ability to communicate with all other block chains with tiny fees!

RMRK
Giving the ability to attach nfts to each other that then act as one nft seamlessly,
Example an avatar and his weapon. ","Some kind of gaming focused project as is it is currently the the most lucrative market in the world.
Kids will be the main commercial drivers of new money in the crypto space as a whole.
In todays world they want, they get.
If the kids want your products, the parents will pay.

Maybe a greedy attitude, but all successful businesses make money! ","Kiraverse nft.
Gaming platform.

Reasons,
Integration with gamestop
Integration with Immutable x
4K shooter (these are usually by far the best revenue generators)
Genuinely good quality looking project with top names associated with the company. ","Be more accurate when making announcements,
The shimmer website for example clearly stated that we would get one smr per iota every 10 seconds which pulled a lot of people in.
Then after a vote we in actual fact got one glow per iota was a hard pill for many to take and will be causing arguments for months on social media.
Although the monetary value remains the same, just imagine the shock of the people (and I'm betting most people) who were not in the know when they signed in to  there wallet and they've lost 99.99% of there shimmer allocation! "
X5JN4Y,0QvX8Z,2022-10-19 18:25:40,Positive,"Development/Building, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a month,,,,6,,,,"Azero and Radix for an Infrastructure alternative to iota, XRP for Banking ","Coordicide (To end the critic that has been around for so long and to finaly deliver the best decentralized DLT) . 
If this is done: Advertising and focusing on implementing IOTA for technical improvements worldwide (e.g. Supporting Software AG or Mesh+/Chirp)"
NqlydO,BzDD0Q,2022-10-19 21:56:34,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,Less than once a month,,,,3,,,,,
Kp5Alz,rjLN1L,2022-10-20 1:04:20,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,Once a week,,,,7,,,,,
7XL7M9,NpJpOj,2022-10-20 5:51:07,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, Infrastructure, Gaming & Metaverse, DEX",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,4,"很棒，保持稳步发展，把生态做大，让更多的人使用它。
希望您能空头一点给我。smr1qrlcwj77j44jve3pt7lhnu7mwuqc8y4lne3p4r6en4sqzvj9rkhlza5r78r",A few times a week,增加一些生态推荐,我正在努力推广它,我希望在它的基础上开发一些有趣的项目,10,生态,assembly，因为能把不可能变成可能,赞同,shimmer、assembly,多拉盘
o9ejDV,KYJpOD,2022-10-20 7:54:46,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,2,"DEX, Payments & On-Ramp, DeFi, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,,Once a week,Mobile version needs on-off ramp for fiat,on-off ramp fiat,"Keep up the good work, you should expand on the voting system. It has so much potential.",7,,"Voting on chain, there is so much potential for a new-age of governance","It's good, but you really need an alternative to coordinator.",,"Coordicide, its essential to close the book on that chapter.

Governance/Voting, expand on this concept, there is endless potential and could change the world."
rDaZQM,GxJ6v2,2022-10-20 8:43:13,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,3,Infrastructure,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,,A few times a month,,,,,,,,,
Yj0L85,WOM88e,2022-10-20 14:57:11,Positive,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,4,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,Once a week,,,It is very well designed. Great job.,8,,,Defi is a clear benefit. I really hope we keep the push going into that area.,"Cosmos, because of the massive ecosystem that it creates. I am also a big investor in VeChain because of how well it is managed ad its tremendous number of real world adopters. ","The foundation is great. More news would be nice, but there is plenty out there already. I miss the weekly you tube show Muller used to do."
vXDrNX,xXPplE,2022-10-20 20:20:07,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"Infrastructure, DeFi, NFTs, Gaming & Metaverse",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,,A few times a month,Use cases for iota/shimmer. Browser extension. NFT support. Logins to web pages with wallet...,Not too much use cases. Being your own bank is a security issue for non tech people,"Great work with the wallet! 
Only thing I would suggest trying to improve is the speed of progress. Try to bring new features with faster pace like TanglePay does. I know security is number one but now it feels a bit slow.",,-,-,I have never felt that only IoT and M2M were the only scope...,Aleph zero. Their communication and marketing seems super professional. Maybe take some ideas from them ;),Faster development and give ETAs for developers so they wouldn't be screwed.
PR9AYV,RGJR19,2022-10-21 5:35:07,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,4,"DeFi, DAO, Wallet, NFTs, DEX",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,,A few times a month,,,,5,,,,,
QoRdGg,zxrQNq,2022-10-21 10:13:10,Positive,"Development/Building, Entrepreneurial Networking",FALSE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Infrastructure, Stablecoin, NFTs, DEX, Tooling & SDKs, Analytics & Block Explorer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,3,,A few times a month,,"Same reasons that stop me from recommending cryptocurrency to people. The space is too new and odds are people will lose money. 

If talking with other degen cryptobros though, I'd obviously recommend Firefly. The only problem then becomes that not all are into IOTA. Maybe if BTC, ETH, BNB etc. could be stored in Firefly...? ",It's probably the best wallet I have used during my 5 years in crypto. ,8,,,,"Soonaverse, Tanglepay, Iotabee (although these 3 just came together), Daobee, Lendexe, Tangleswap. 

I've taken an interest in them because they build on IOTA and Shimmer and if the IOTA foundation delivers on its promise these IOTA based projects all have good odds of delivering superior products compared to other crypto projects in the DeFi, NFT or the lending space. IOTA's feelessness really is the advantage here.","I think what you should do now is focus on enabling projects to grow strong around the IOTA ecosystem and listening to their respective developers for feedback  (but not associate too closely with so projects internal failures wont be associated with the IOTA Foundation). The reason why is that after Coordicide I think all the projects revolving around IOTA will help boost organic growth. 
"
PR98jP,LZJ52v,2022-10-21 14:38:53,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,1,Payments & On-Ramp,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"Had no idea there was even one out there, and I have held for YEARS! Poor communication.",Less than once a month,In app LP capability,,,5,,,"They did??? Where is this announcement, I would love to read it.",,Make up with Silicon Valley Cex's
