"Submission ID","Respondent ID","Submitted at","How are you feeling about IOTA &amp; Shimmer right now?","What is your personal focus in this community / project","What is your personal focus in this community / project (Academic Research)","What is your personal focus in this community / project (Development/Building)","What is your personal focus in this community / project (Entrepreneurial Networking)","What is your personal focus in this community / project (Speculative Research)","What is your personal focus in this community / project (Community and friends)","What is your personal focus in this community / project (Governance)","How confident are you in the progress IOTA &amp; Shimmer is making?","Which libraries do you use for development (select all that apply)?","Which libraries do you use for development (select all that apply)? (Wallet library - https://github.com/iotaledger/wallet.rs)","Which libraries do you use for development (select all that apply)? (Client library - https://github.com/iotaledger/iota.rs)","Are you using the Rust crates, one of the bindings or iota.js?","Which bindings are you using? ","Which bindings are you using?  (NodeJS)","Which bindings are you using?  (Python)","Which bindings are you using?  (Java)","Which bindings are you using?  (Swift)","Which bindings are you using?  (WASM)","What are you using for learning resources? (e.g. wiki, codebase)","Do you have any feature request?","Do you have any feedback?","Which kind of project are you most excited about?","Which kind of project are you most excited about? (DeFi)","Which kind of project are you most excited about? (Payments & On-Ramp)","Which kind of project are you most excited about? (Other)","Which kind of project are you most excited about? (DAO)","Which kind of project are you most excited about? (Infrastructure)","Which kind of project are you most excited about? (Wallet)","Which kind of project are you most excited about? (Stablecoin)","Which kind of project are you most excited about? (NFTs)","Which kind of project are you most excited about? (Gaming)","Which kind of project are you most excited about? (Bridge)","Which kind of project are you most excited about? (Tooling & SDKs)","Which kind of project are you most excited about? (DEX)","Which kind of project are you most excited about? (Analytics & Block Explorer)","Which kind of project are you most excited about? (Launchpad & Fundraising)","Which kind of project are you most excited about? (Metaverse)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Smart Contracts)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DeFi)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Tokenomics)","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (DLT Protocol Features (zK, Sharding, etc..))","What topics in the cryptocurrency space in general would interest you the most to learn more about in the future? (multi answers) (Security (Managing tokens, bridges, etc..))","In which form would you prefer to learn new things the most?","In which form would you prefer to learn new things the most? (Blog posts)","In which form would you prefer to learn new things the most? (Twitter threads)","In which form would you prefer to learn new things the most? (IOTA Wiki Content)","In which form would you prefer to learn new things the most? (YouTube clips)","In which form would you prefer to learn new things the most? (Recorded Live Sessions)","In which form would you prefer to learn new things the most? (Podcasts)","Specific to the IOTA protocol, which things do you want to learn with priority?","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA 2.0 consensus)","Specific to the IOTA protocol, which things do you want to learn with priority? (Mana)","Specific to the IOTA protocol, which things do you want to learn with priority? (Digital Identity)","Specific to the IOTA protocol, which things do you want to learn with priority? (IOTA Smart Contracts)","Specific to the IOTA protocol, which things do you want to learn with priority? (Develop on IOTA (use libraries, etc))"
"JpdJeJ","XLeJNV","2023-04-06 16:03:51","Positive","Development/Building, Entrepreneurial Networking, Academic Research",true,true,true,false,false,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"Rust Crates",,,,,,,,,,"DeFi, DAO, Wallet, Stablecoin, Analytics & Block Explorer, Launchpad & Fundraising",true,false,false,true,false,true,true,false,false,false,false,false,true,true,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Tokenomics",true,true,true,true,true,"Twitter threads, IOTA Wiki Content, YouTube clips, Blog posts",true,true,true,true,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"leq7vp","jZB6pY","2023-04-06 16:05:34","Positive","Entrepreneurial Networking, Development/Building",false,true,true,false,false,false,3,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DeFi, DAO, Bridge, DEX, Metaverse, Stablecoin, Wallet, Infrastructure, Payments & On-Ramp",true,true,false,true,true,true,true,false,false,true,false,true,false,false,true,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..)",true,true,false,true,false,"Twitter threads, YouTube clips, Podcasts, Recorded Live Sessions",false,true,false,true,true,true,"IOTA Smart Contracts, Mana, Digital Identity, IOTA 2.0 consensus",true,true,true,true,false
"WErMXR","OaA4qa","2023-04-06 16:10:12","Positive","Entrepreneurial Networking",false,false,true,false,false,false,4,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"YouTube clips",false,false,false,true,false,false,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"Y0RM6J","dEYaMK","2023-04-06 16:14:15","Positive","Community and friends",false,false,false,false,true,false,3,,,,,,,,,,,,,,"DeFi, NFTs, DEX",true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,"DeFi, Smart Contracts, Tokenomics",true,true,true,false,false,"IOTA Wiki Content, Blog posts, Podcasts",true,false,true,false,false,true,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"ZEozxo","YPZ01J","2023-04-06 16:15:18","Positive","Community and friends, Speculative Research",false,false,false,true,true,false,4,,,,,,,,,,,,,,"DEX, Bridge, Wallet, Infrastructure, DeFi, Tooling & SDKs",true,false,false,false,true,true,false,false,false,true,true,true,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..), Tokenomics, DLT Protocol Features (zK, Sharding, etc..), DeFi",true,true,true,true,true,"Twitter threads, YouTube clips, Blog posts",true,true,false,true,false,false,"IOTA Smart Contracts, Mana",false,true,false,true,false
"L7zJ8v","jZB6j4","2023-04-06 16:15:29","Negative","Speculative Research, Development/Building",false,true,false,true,false,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"Rust Crates",,,,,,,,,,"DeFi, Stablecoin, NFTs, DEX",true,false,false,false,false,false,true,true,false,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, Security (Managing tokens, bridges, etc..)",true,true,true,false,true,"Blog posts, Recorded Live Sessions",true,false,false,false,true,false,"IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",false,false,false,true,true
"K5eBrz","dEY0Ko","2023-04-06 16:39:01","Positive","Community and friends, Academic Research, Speculative Research",true,false,false,true,true,false,4,,,,,,,,,,,,,,"DeFi, Wallet, Stablecoin, NFTs, Gaming, Bridge, DEX, Analytics & Block Explorer",true,false,false,false,false,true,true,true,true,true,false,true,true,false,false,"Smart Contracts, DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,false,true,true,"YouTube clips, Blog posts",true,false,false,true,false,false,"Mana, Digital Identity, IOTA 2.0 consensus",true,true,true,false,false
"ke9RBd","6LdKWk","2023-04-06 16:39:43","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Infrastructure, Wallet, Bridge, Payments & On-Ramp, Analytics & Block Explorer",false,true,false,false,true,true,false,false,false,true,false,false,true,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,false,false,true,true,"Blog posts, YouTube clips, IOTA Wiki Content",true,false,true,true,false,false,"IOTA 2.0 consensus, Digital Identity, Mana",true,true,true,false,false
"4JB1aX","xrdD1J","2023-04-06 16:47:29","Positive","Speculative Research, Community and friends",false,false,false,true,true,false,4,,,,,,,,,,,,,,"DeFi, DAO, Infrastructure, Stablecoin, NFTs, Bridge, DEX",true,false,false,true,true,false,true,true,false,true,false,true,false,false,false,"DeFi, Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Tokenomics",true,true,true,true,false,"IOTA Wiki Content, Blog posts",true,false,true,false,false,false,"IOTA Smart Contracts, Mana",false,true,false,true,false
"ke90BJ","prLDBV","2023-04-06 17:06:04","Positive","Entrepreneurial Networking",false,false,true,false,false,false,4,,,,,,,,,,,,,,"Payments & On-Ramp, Wallet, DEX",false,true,false,false,false,true,false,false,false,false,false,true,false,false,false,"Tokenomics, Smart Contracts, DeFi",true,true,true,false,false,"Twitter threads",false,true,false,false,false,false,"Digital Identity, Mana, IOTA 2.0 consensus, IOTA Smart Contracts",true,true,true,true,false
"2aBOPj","ga59kD","2023-04-06 17:11:26","Positive","Academic Research",true,false,false,false,false,false,4,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"YouTube clips",false,false,false,true,false,false,"Digital Identity",false,false,true,false,false
"leqK0W","jZBP59","2023-04-06 17:31:11","Positive","Development/Building",false,true,false,false,false,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"iota.js",,,,,,,,,,"DeFi, Wallet, Metaverse, DEX",true,false,false,false,false,true,false,false,false,false,false,true,false,false,true,"DLT Protocol Features (zK, Sharding, etc..), Smart Contracts, Tokenomics, Security (Managing tokens, bridges, etc..)",true,false,true,true,true,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"G9KX7z","AzlvQy","2023-04-06 17:33:54","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp",true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,"",false,false,false,false,false,,,,,,,,,,,,,
"bj9YJ7","r5lAGM","2023-04-06 17:58:55","Positive","Speculative Research, Community and friends, Entrepreneurial Networking",false,false,true,true,true,false,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Wallet, NFTs, Gaming, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising, Tooling & SDKs, Metaverse, Stablecoin, Infrastructure",true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Twitter threads, Blog posts",true,true,false,false,false,false,"Digital Identity, IOTA 2.0 consensus, IOTA Smart Contracts, Mana",true,true,true,true,false
"2aBDVj","xrdpXG","2023-04-06 18:17:37","Positive","Community and friends, Governance",false,false,false,false,true,true,3,,,,,,,,,,,,,,"Metaverse",false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,"DeFi, Security (Managing tokens, bridges, etc..)",false,true,false,false,true,"YouTube clips",false,false,false,true,false,false,"Digital Identity",false,false,true,false,false
"j6bv09","oEAypX","2023-04-06 18:39:29","Positive","Development/Building, Entrepreneurial Networking",false,true,true,false,false,false,4,"Client library - https://github.com/iotaledger/iota.rs",false,true,"Rust Crates",,,,,,,,,,"Payments & On-Ramp, DeFi",true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Recorded Live Sessions",false,false,false,false,true,false,"Digital Identity",false,false,true,false,false
"Ed5aqq","xrddbG","2023-04-06 19:25:03","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Wallet",true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,"DeFi",false,true,false,false,false,"Blog posts, Twitter threads",true,true,false,false,false,false,"Mana, IOTA 2.0 consensus, IOTA Smart Contracts",true,true,false,true,false
"VQjx06","EKPPpA","2023-04-06 19:30:31","Positive","Academic Research, Governance",true,false,false,false,false,true,3,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Infrastructure, Stablecoin, Analytics & Block Explorer",true,true,false,false,true,false,true,false,false,false,false,false,true,false,false,"Smart Contracts, DLT Protocol Features (zK, Sharding, etc..), Tokenomics",true,false,true,true,false,"Blog posts, Twitter threads",true,true,false,false,false,false,"IOTA 2.0 consensus, Mana",true,true,false,false,false
"L7zVov","MXAOxX","2023-04-06 20:08:44","Positive","Community and friends, Speculative Research, Governance",false,false,false,true,true,true,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, Stablecoin, NFTs, Gaming, Bridge, DEX, Launchpad & Fundraising",true,true,false,true,true,true,true,true,true,true,false,true,false,true,false,"DeFi, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..), Tokenomics",false,true,true,true,true,"Twitter threads, Blog posts",true,true,false,false,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts",true,true,true,true,false
"ke9pkZ","DBVexj","2023-04-06 20:41:08","Positive","Community and friends, Governance, Entrepreneurial Networking",false,false,true,false,true,true,3,,,,,,,,,,,,,,"DeFi",true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"DeFi",false,true,false,false,false,"Podcasts, Blog posts, Twitter threads",true,true,false,false,false,true,"Mana, IOTA 2.0 consensus, IOTA Smart Contracts, Digital Identity",true,true,true,true,false
"4JBq0k","QKdkbg","2023-04-06 20:49:31","Negative","Entrepreneurial Networking, Development/Building",false,true,true,false,false,false,2,"Wallet library - https://github.com/iotaledger/wallet.rs",true,false,"Bindings","NodeJS",true,false,false,false,false,,,,"Infrastructure, DeFi, Payments & On-Ramp",true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Recorded Live Sessions, Blog posts",true,false,false,false,true,false,"IOTA 2.0 consensus",true,false,false,false,false
"NlDyZl","jZBL0a","2023-04-06 21:28:47","Negative","Entrepreneurial Networking",false,false,true,false,false,false,2,,,,,,,,,,,,,,"DeFi, DEX, Payments & On-Ramp, Infrastructure",true,true,false,false,true,false,false,false,false,false,false,true,false,false,false,"Tokenomics, Smart Contracts",true,false,true,false,false,"Twitter threads, Blog posts",true,true,false,false,false,false,"IOTA 2.0 consensus, Mana, IOTA Smart Contracts",true,true,false,true,false
"K5eZAz","2EvPRe","2023-04-06 22:09:04","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Tooling & SDKs, DEX, Wallet, Payments & On-Ramp, DAO",false,true,false,true,false,true,false,false,false,false,true,true,false,false,false,"Smart Contracts, Security (Managing tokens, bridges, etc..), DLT Protocol Features (zK, Sharding, etc..)",true,false,false,true,true,"YouTube clips, Recorded Live Sessions, Twitter threads",false,true,false,true,true,false,"Develop on IOTA (use libraries, etc)",false,false,false,false,true
"raB1XR","4Q2vJb","2023-04-06 22:18:55","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Infrastructure, Stablecoin, Bridge, DEX, Launchpad & Fundraising",true,false,false,false,true,false,true,false,false,true,false,true,false,true,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Twitter threads, Blog posts, IOTA Wiki Content, Recorded Live Sessions, YouTube clips",true,true,true,true,true,false,"IOTA 2.0 consensus, Mana, Develop on IOTA (use libraries, etc)",true,true,false,false,true
"oeDYVM","RxzJdj","2023-04-06 23:36:00","Positive","Development/Building",false,true,false,false,false,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"Rust Crates",,,,,,,,,,"DeFi, NFTs, DEX",true,false,false,false,false,false,false,true,false,false,false,true,false,false,false,"DeFi",false,true,false,false,false,"IOTA Wiki Content",false,false,true,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"oeDNpM","AzlbAW","2023-04-07 01:36:58","Positive","Community and friends, Development/Building",false,true,false,false,true,false,4,"Wallet library - https://github.com/iotaledger/wallet.rs, Client library - https://github.com/iotaledger/iota.rs",true,true,"iota.js",,,,,,,"wiki ","no","good jod. project good","DeFi, DAO, Wallet, Stablecoin, NFTs, Bridge, Launchpad & Fundraising, DEX",true,false,false,true,false,true,true,true,false,true,false,true,false,true,false,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, Blog posts",true,true,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"6je6JP","6LdQGY","2023-04-07 02:02:00","Positive","Governance",false,false,false,false,false,true,4,,,,,,,,,,,,,,"DEX",false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,"Smart Contracts",true,false,false,false,false,"Twitter threads",false,true,false,false,false,false,"IOTA Smart Contracts",false,false,false,true,false
"A2KM7k","Q1ABqX","2023-04-07 02:03:44","Negative","Community and friends",false,false,false,false,true,false,1,,,,,,,,,,,,,,"Payments & On-Ramp, Other",false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,"DLT Protocol Features (zK, Sharding, etc..)",false,false,false,true,false,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus, IOTA Smart Contracts",true,false,false,true,false
"L7z4ap","6Ld18O","2023-04-07 02:30:51","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"Wallet, Stablecoin, DEX, DeFi",true,false,false,false,false,true,true,false,false,false,false,true,false,false,false,"DeFi",false,true,false,false,false,"Recorded Live Sessions",false,false,false,false,true,false,"IOTA Smart Contracts",false,false,false,true,false
"7LbrA9","zjK0VM","2023-04-07 03:48:12","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, DAO, Infrastructure, Wallet, NFTs, Stablecoin, Gaming, Metaverse, Bridge, DEX, Launchpad & Fundraising",true,true,false,true,true,true,true,true,true,true,false,true,false,true,true,"Security (Managing tokens, bridges, etc..)",false,false,false,false,true,"IOTA Wiki Content, Twitter threads",false,true,true,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"a5eMOZ","XLeOlj","2023-04-07 04:01:51","Positive","Entrepreneurial Networking, Community and friends",false,false,true,false,true,false,4,,,,,,,,,,,,,,"Wallet, DeFi, Gaming",true,false,false,false,false,true,false,false,true,false,false,false,false,false,false,"DeFi, Tokenomics",false,true,true,false,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,"Digital Identity",false,false,true,false,false
"raBZR2","bqlN21","2023-04-07 04:34:26","Positive","Speculative Research",false,false,false,true,false,false,3,,,,,,,,,,,,,,"DeFi, Wallet, Other",true,false,true,false,false,true,false,false,false,false,false,false,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Twitter threads, YouTube clips, Recorded Live Sessions, Podcasts",false,true,false,true,true,true,"IOTA 2.0 consensus",true,false,false,false,false
"99XKKp","W2AlKv","2023-04-07 04:37:53","Positive","Speculative Research, Community and friends, Governance",false,false,false,true,true,true,4,,,,,,,,,,,,,,"DeFi, Payments & On-Ramp, Wallet, Bridge, DEX",true,true,false,false,false,true,false,false,false,true,false,true,false,false,false,"Smart Contracts, DeFi",true,true,false,false,false,"Twitter threads, YouTube clips",false,true,false,true,false,false,"Mana, IOTA 2.0 consensus, IOTA Smart Contracts",true,true,false,true,false
"Ed5RD4","5bdEAb","2023-04-07 04:57:48","Positive","Entrepreneurial Networking",false,false,true,false,false,false,4,,,,,,,,,,,,,,"Bridge, DeFi, Payments & On-Ramp, Wallet, Other, Launchpad & Fundraising, Analytics & Block Explorer, DEX, Tooling & SDKs, Metaverse, Gaming, NFTs, Stablecoin, Infrastructure, DAO",true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,"Security (Managing tokens, bridges, etc..)",false,false,false,false,true,"Twitter threads",false,true,false,false,false,false,"IOTA 2.0 consensus",true,false,false,false,false
"0B79zA","VLVxAE","2023-04-07 05:12:37","Positive","Community and friends",false,false,false,false,true,false,4,,,,,,,,,,,,,,"DeFi, Wallet, NFTs, DEX, DAO, Infrastructure, Payments & On-Ramp, Gaming",true,true,false,true,true,true,false,true,true,false,false,true,false,false,false,"Smart Contracts, DeFi, Tokenomics, DLT Protocol Features (zK, Sharding, etc..), Security (Managing tokens, bridges, etc..)",true,true,true,true,true,"Blog posts, YouTube clips",true,false,false,true,false,false,"IOTA 2.0 consensus, Mana, Digital Identity, IOTA Smart Contracts, Develop on IOTA (use libraries, etc)",true,true,true,true,true
