Submission ID,Respondent ID,Submitted at,How are you feeling about IOTA &amp; Shimmer right now?,What is your personal focus in this community,What is your personal focus in this community (Academic Research),What is your personal focus in this community (Development/Building),What is your personal focus in this community (Entrepreneurial Networking),What is your personal focus in this community (Speculative Research),What is your personal focus in this community (Community and friends),What is your personal focus in this community (Governance),How confident are you in the progress IOTA &amp; Shimmer is making?,Which kind of project(s) are you most excited about?,Which kind of project(s) are you most excited about? (DeFi),Which kind of project(s) are you most excited about? (Payments & On-Ramp),Which kind of project(s) are you most excited about? (Other),Which kind of project(s) are you most excited about? (DAO),Which kind of project(s) are you most excited about? (Infrastructure),Which kind of project(s) are you most excited about? (Wallet),Which kind of project(s) are you most excited about? (Stablecoin),Which kind of project(s) are you most excited about? (NFTs),Which kind of project(s) are you most excited about? (Gaming),Which kind of project(s) are you most excited about? (Metaverse),Which kind of project(s) are you most excited about? (Bridge),Which kind of project(s) are you most excited about? (Tooling & SDKs),Which kind of project(s) are you most excited about? (DEX),Which kind of project(s) are you most excited about? (Analytics & Block Explorer),Which kind of project(s) are you most excited about? (Launchpad & Fundraising),Which kind of project(s) are you most excited about? (Identity),How transparent do you feel the foundation and their departments are?,How satisfied are you with the way the foundation and their departments communicate?,How much do you agree with the following statement?The IF is making efforts towards being transparent and open.,Are there any specific topics that you would like to see the foundation and their departments communicate more about?
g01YGM,ExkEOX,2023-10-01 23:38:39,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DeFi, DAO, NFTs, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,3,2,3,
7WzMZP,8Z1VXl,2023-10-02 1:19:38,Positive,"Entrepreneurial Networking, Community and friends",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,"DeFi, Payments & On-Ramp, DAO, Identity, Stablecoin, Other",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,
9WyM5X,GRxVKp,2023-10-02 1:29:08,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research, Governance",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,"Identity, Stablecoin, Infrastructure, Bridge, Other",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,2,
8KyVLz,GRxGeL,2023-10-02 4:43:42,Positive,"Development/Building, Community and friends, Speculative Research, Entrepreneurial Networking",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,4,"Payments & On-Ramp, Infrastructure, Identity, Wallet, NFTs, Bridge, Tooling & SDKs, Analytics & Block Explorer",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,4,4,4,No
r61QLN,YR7Ob0,2023-10-02 5:09:24,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,"Identity, Payments & On-Ramp, Wallet, NFTs, Infrastructure",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,More transperency in writing understandable blog post on a dsignated website just for showing the progress of the different projects.
R0aQqK,W8OLRk,2023-10-02 5:18:18,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"DeFi, NFTs, Gaming, Metaverse, Bridge, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,More transparent and more use case 
9Wyzj1,JO1K5r,2023-10-02 8:19:09,Negative,"Speculative Research, Community and friends, Academic Research",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"DEX, Identity, Infrastructure, Payments & On-Ramp, DeFi, Gaming, Stablecoin",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,
P6Wj2Q,GRee6e,2023-10-02 8:44:55,Negative,"Academic Research, Community and friends",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"Identity, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,Agreements with the UAE
r6byeN,kNbbR6,2023-10-02 8:52:27,Negative,"Academic Research, Development/Building",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,"Infrastructure, Identity, Gaming, NFTs, Metaverse",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,2,
K6Neb7,l6ae6W,2023-10-02 9:59:56,Negative,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"DeFi, Infrastructure, Identity, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,1,
EXrdMo,bWZjgZ,2023-10-02 10:10:28,Negative,"Speculative Research, Development/Building, Academic Research, Entrepreneurial Networking, Community and friends, Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, Stablecoin, Bridge, Tooling & SDKs, DEX, Analytics & Block Explorer, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1,1,1,
pK6oQy,X45o2e,2023-10-02 10:33:32,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Bridge, DeFi, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,2,
EXrM5N,O7Qj1a,2023-10-02 14:44:04,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"Identity, Metaverse, Analytics & Block Explorer, DeFi, Payments & On-Ramp, DAO, Wallet, Stablecoin, NFTs",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,4,4,4,"Siempre es necesaria más información ,
Pero despacio y buena letra 😸"
J6ZBYX,vPXqal,2023-10-02 15:21:03,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Stablecoin, DAO, DeFi, Identity, Wallet, Infrastructure, Bridge",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,4,
N69Q7O,O7QoG8,2023-10-02 16:13:43,Positive,"Governance, Development/Building, Entrepreneurial Networking, Community and friends",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,2,"Infrastructure, Identity, Stablecoin, Gaming, Metaverse, DEX, Tooling & SDKs, Analytics & Block Explorer",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,1,1,1,"The communication practices of the IOTA Foundation have raised concerns regarding transparency over an extended period. These concerns are particularly centered on Dominik Schiener and various potential conflicts of interest within the organization. Mr. Schiener has acknowledged his investment in Assembly while simultaneously holding a leading position within the IOTA Foundation. The details regarding the setup of operations in the UAE lack clarity, leaving a notable gap in transparency. Furthermore, there is a lack of transparency regarding how the IOTA Foundation allocates its tokens and the sources of its funding.

The situation surrounding Dominik Schiener has garnered scrutiny due to what some perceive as questionable actions, such as the rejection of valuable community ideas (such as those from Adamski, Garrett, or David Sonstebo) potentially influenced by personal preferences or a desire to maintain control.

This lack of transparency and perceived opacity in decision-making processes is raising legitimate concerns among stakeholders and the wider community. It's worth acknowledging that the continued engagement and contributions of community-driven initiatives like Shimmersea,Tangleswap, Tanglepay, Soonaverse and the IOTA spin-offs, and numerous others have been instrumental in sustaining my involvement within the community. Their dedication and efforts have played a crucial role in mitigating some of the concerns and maintaining a sense of purpose within the community."
ly9X95,ExqMyN,2023-10-02 16:54:46,Positive,"Development/Building, Speculative Research, Entrepreneurial Networking",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,"DeFi, Payments & On-Ramp, Identity, Infrastructure, DAO, Wallet, Stablecoin, Metaverse, Gaming, DEX, Analytics & Block Explorer",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,4,2,4,
J6Z4kz,Mao7e8,2023-10-02 18:12:17,Negative,"Development/Building, Entrepreneurial Networking, Speculative Research, Community and friends",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1,"DeFi, Payments & On-Ramp, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
a6XXNW,0ed6BP,2023-10-03 8:40:16,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,Launchpad & Fundraising,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,2,2,
OzKxq7,19Xr5p,2023-10-03 9:49:16,Negative,"Community and friends, Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,"Payments & On-Ramp, NFTs, Gaming, Bridge",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,2,
a61veB,jb8M81,2023-10-03 19:25:08,Positive,"Speculative Research, Development/Building, Community and friends",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,"Identity, NFTs, Stablecoin, Wallet",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,2,4,
e6JQ2e,194j8Q,2023-10-06 13:02:40,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"Identity, DeFi, Metaverse, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,2,3,
67ljvk,q52oGd,2023-10-06 13:02:42,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Launchpad & Fundraising, Analytics & Block Explorer, DEX, Tooling & SDKs, Bridge, Metaverse, NFTs, Gaming, Stablecoin, Wallet, Identity, Infrastructure, DAO, Other, Payments & On-Ramp, DeFi",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,1,
Lbr7qz,xJDKDE,2023-10-06 13:08:06,Positive,"Development/Building, Academic Research",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Wallet, Identity, Metaverse",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,
y6Q2A8,ArVb2D,2023-10-06 13:09:28,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Infrastructure, Identity, Wallet, DeFi, Bridge, Payments & On-Ramp",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
P6x1oV,jloNxJ,2023-10-06 13:11:33,Positive,"Entrepreneurial Networking, Community and friends, Speculative Research",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,4,"DeFi, Identity, Wallet, NFTs, Gaming, DEX, Launchpad & Fundraising, Analytics & Block Explorer, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,2,
kyoGaM,97ZVEV,2023-10-06 13:12:47,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"DEX, Analytics & Block Explorer, Tooling & SDKs, Metaverse, NFTs, Stablecoin, Wallet, Identity, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,3,2,3,
4867eA,jloNO4,2023-10-06 13:25:36,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"Identity, Wallet, DeFi, Payments & On-Ramp, Infrastructure, Tooling & SDKs",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,2,3,
g0l9QJ,xrdpXG,2023-10-06 13:32:37,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"Identity, Stablecoin, Metaverse, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,2,
b7pW61,BxpMD1,2023-10-06 13:34:11,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
N6j7NG,RDoEVj,2023-10-06 13:37:55,Positive,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,"DeFi, Payments & On-Ramp, Launchpad & Fundraising",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,3,3,
WNWzzN,VzP2Ol,2023-10-06 13:44:30,Negative,"Development/Building, Community and friends",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,3,"Stablecoin, Bridge, Launchpad & Fundraising, DeFi",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,1,Being more decentralized.
Oz2GkM,Y4GLjW,2023-10-06 13:49:58,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,Identity,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,2,
N6joZB,kNGV6M,2023-10-06 13:53:33,Negative,"Speculative Research, Academic Research",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,2,"NFTs, Metaverse, Analytics & Block Explorer, Identity, Infrastructure",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,1,1,
XDa0Vd,ABpVxW,2023-10-06 13:55:40,Negative,"Community and friends, Development/Building",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,"Gaming, Other, DeFi",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,1,
b7pxM6,jaLveQ,2023-10-06 14:05:31,Positive,Speculative Research,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,3,"DEX, Identity, Infrastructure, Gaming",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,2,
pKEKdZ,194ZWb,2023-10-06 14:09:39,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,"DeFi, Gaming",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,3,3,
oyPyxV,ear17O,2023-10-06 14:15:54,Negative,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Other,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,
BXyX57,jbgEzY,2023-10-06 14:16:49,Positive,"Development/Building, Governance, Speculative Research",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,4,"DeFi, Payments & On-Ramp, Identity, Wallet, Gaming, Metaverse, Bridge",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,2,2,
R0N0yv,Q7Rgkk,2023-10-06 14:19:09,Positive,"Academic Research, Development/Building, Governance",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,"DAO, Analytics & Block Explorer, Other",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,2,2,"The IF should be more transparent about funding, now that the supply was increased. It should be clear where the money is going, since the community pays it with inflation"
9WkWKX,X4oVzV,2023-10-06 14:19:22,Positive,"Speculative Research, Community and friends, Governance",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"Identity, Stablecoin, Metaverse, Payments & On-Ramp, DAO, Infrastructure",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,4,3,4,
d6MYWo,NXGzVl,2023-10-06 14:22:25,Negative,"Speculative Research, Governance",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,"Identity, Infrastructure, Other, DeFi, Payments & On-Ramp",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,
xpqQ8y,2KK8YM,2023-10-06 14:43:27,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Wallet, NFTs, Stablecoin, Bridge, Payments & On-Ramp, DeFi",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4,2,3,
R0NLMQ,199PZp,2023-10-06 14:47:39,Positive,Governance,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,Gaming,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,3,
YQ6d1B,kNGV6M,2023-10-06 14:57:33,Negative,"Academic Research, Speculative Research, Community and friends",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Payments & On-Ramp, Infrastructure, Identity, NFTs, Metaverse",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,"The pseudo coo was a really bad move cause no one was informed about the implementation on shimmer. 
The supply increase was also not good and so late communicated that its still necessary. 
Evm launch without bridges was a bad move. "
7WAoW2,ABB7OB,2023-10-06 15:02:35,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, DAO, Other, Payments & On-Ramp, Stablecoin, Infrastructure, Identity, Wallet, DEX, Tooling & SDKs, Metaverse, Gaming, NFTs, Bridge, Launchpad & Fundraising, Analytics & Block Explorer",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2,2,2,
BXyZLK,l66bk6,2023-10-06 15:05:20,Positive,"Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,3,"DeFi, Payments & On-Ramp, Identity, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,2,
DN8J5b,dN1VWA,2023-10-06 15:37:03,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"Stablecoin, DeFi, DEX",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,1,
AdgqVN,d99EKy,2023-10-06 15:48:30,Positive,"Academic Research, Development/Building, Entrepreneurial Networking, Speculative Research, Governance",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,4,"Launchpad & Fundraising, DeFi, Stablecoin, Infrastructure",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,4,4,
QDZB8g,xJJr5r,2023-10-06 15:56:43,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"DeFi, DAO, Wallet, Stablecoin, DEX, Launchpad & Fundraising",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,4,4,4,
vAZ04l,JOOdDR,2023-10-06 16:10:37,Negative,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,"Payments & On-Ramp, Other, Infrastructure, Wallet, NFTs, Gaming, Stablecoin, Metaverse, Identity, Bridge, DEX, Analytics & Block Explorer, Launchpad & Fundraising",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1,2,2,
d6M86K,X44oeO,2023-10-06 16:59:56,Negative,Entrepreneurial Networking,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, NFTs, Gaming, Bridge, Metaverse, Stablecoin, DEX",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,1,1,1,"Binance ile antlaşma yapsın. Shimmer listelesin ve IOTA yı yükseltsin. CZ ye para verin, IOTA yı ilk 10 içine yükseltsin. CZ gibi adamların vakıfta olması gerek. "
qdrJE2,EkLMvA,2023-10-06 17:02:51,Positive,Community and friends,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,"DeFi, Infrastructure, Identity, Stablecoin",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2,2,3,"The IF should reflect on prior choices and communicate the path forward. For example, please update https://roadmap.iota.org/"
8KBRv5,l666M6,2023-10-06 17:32:57,Positive,"Governance, Community and friends, Speculative Research",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,"DeFi, Payments & On-Ramp, Infrastructure, Identity, Wallet, Stablecoin, NFTs, Gaming, Metaverse, Bridge, DEX, Tooling & SDKs, Analytics & Block Explorer, Launchpad & Fundraising, DAO",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4,4,3,
xpqvLG,gDZvx1,2023-10-06 17:46:50,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3,"Infrastructure, Wallet, Other",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,3,
5z7V8Q,KVV1kM,2023-10-06 18:01:11,Positive,"Community and friends, Speculative Research, Development/Building, Entrepreneurial Networking, Governance, Academic Research",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,3,"Identity, Payments & On-Ramp, NFTs, Gaming, Infrastructure, Wallet, Stablecoin",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,3,3,3,"Communicate to the world (marketing) and not only for the community. iota made mistakes on the past and I believe that a lot of people still as the wrong image of iota  and don't know about what have change since all the drama ! A video well explained with the differences of the project like (before/after) or what changed since 2015. A explanation for the masses not only the community ! The masses only see the price and at the moment, not only iota but the all market it's not looking good ^^"
BXy9Ke,0eeOpN,2023-10-06 18:14:40,Positive,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,4,"DeFi, Identity, Wallet, Stablecoin, Gaming, DEX, Payments & On-Ramp, Infrastructure",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,3,3,"Generally happy with everything, just don’t think the way the inflation just happened. I agree it’s a good move for the future of IF. But it’s very damaging for trust and we need something in place so this could never happen again."
LbrgKO,Q77DvY,2023-10-06 18:59:22,Positive,Academic Research,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3,Stablecoin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,3,
R0NgeP,xJJpG9,2023-10-06 19:11:44,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Payments & On-Ramp, Infrastructure, Identity, Bridge",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4,4,4,
XDayNL,RDDzbv,2023-10-06 19:30:00,Negative,"Speculative Research, Development/Building",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,DeFi,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,
GzGy8Q,PzzANV,2023-10-06 19:38:14,Positive,"Speculative Research, Community and friends",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,"Infrastructure, Wallet",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3,2,2,
xpq11d,yJJyyx,2023-10-06 19:55:42,Positive,Development/Building,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4,"Other, Stablecoin, DEX",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2,3,3,"Stable coins.
U make that and IOTA will explode.
DO it
Do it now!"
